# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/flst8788/Genome-Analysis-1MB462/analysis/03_annotation/braker_chr3_ET/braker.gtf" "-o" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/featurecounts/counts.txt" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_1.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_2.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_3.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_1.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_2.sorted.bam" "/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_1.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_2.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Control_3.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_1.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_2.sorted.bam	/home/flst8788/Genome-Analysis-1MB462/analysis/04_rnaseq/hisat2_rna/Heat_treated_42_12h_3.sorted.bam
g1398	contig_33_pilon	860364	861737	-	1374	26188	28419	32137	9843	8989	28123
g1399	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	861802;869908;870185;870395;870806;870972;871326;871885;873495;873902;874298;874789;875005;878223	862080;870015;870247;870622;870845;870980;871602;871944;873559;874068;874622;874861;875033;878461	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1962	8760	7511	9971	14052	13218	11152
g1400	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	878524;878524;879118;879140;879205;879611;879611;879834;879834;880227;880227	878764;878764;879140;879375;879375;879723;879723;879983;879983;880467;880467	+;+;+;+;+;+;+;+;+;+;+	1003	647	709	607	1358	1131	1273
g1401	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	881738;882497;882761;883077;883543;883990	882125;882581;882775;883246;883814;884148	+;+;+;+;+;+	1089	73	52	18	364	120	336
g1402	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	891340;892309;892656;893014;893331;893842;894615;895141;895648;896263;896468;896682;896935;898228;898606;898928;899601;900030	891891;892478;892719;893139;893592;894127;894971;895349;896068;896355;896591;896816;897313;898489;898642;899476;899876;900365	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4638	2506	1686	1730	1455	823	2261
g1403	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	900426;901081;906083;909754	900575;901164;906177;910087	-;-;-;-	663	231	290	206	171	52	276
g1404	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	912223;912949;913461;913749;914117	912550;913022;913595;913906;914234	+;+;+;+;+	813	5227	3507	4545	7735	8145	5554
g1405	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	915489;915849;917305;917943	915701;916523;917496;918080	+;+;+;+	1218	677	1110	890	1045	512	1351
g1406	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	919248;920087;920453;920869;921334;921760;922040;922382	919967;920266;920732;920957;921572;921868;922096;922585	-;-;-;-;-;-;-;-	1878	12397	1154	1869	3785	2232	2778
g1407	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	922860;924034;924240;924497;924750	922930;924108;924383;924702;924934	-;-;-;-;-	681	1505	116	297	495	200	335
g1408	contig_33_pilon	930301	930915	-	615	0	0	0	4	4	0
g1409	contig_33_pilon;contig_33_pilon	930418;930504	930439;930883	+;+	402	0	0	0	0	0	0
g1410	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	931035;931777;932068;932329;932759;933044;933286;933747;933941	931622;931830;932133;932440;932887;933115;933401;933822;933963	+;+;+;+;+;+;+;+;+	1236	767	589	777	2209	1948	1428
g1411	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	934020;934625;935147;935351	934426;934940;935289;935546	+;+;+;+	1062	3103	536	1260	3701	4043	3028
g1412	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	941464;941721;942070;942584;943188;943610;943896;944124;944571;944878;945181;945389	941659;941863;942385;943069;943264;943725;943967;944252;944682;944943;945234;945976	-;-;-;-;-;-;-;-;-;-;-;-	2355	616	1725	1634	4323	2599	2631
g1413	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	946087;946087;946699;946699;947261;947261;947714;947714;948299;948299;948876;948876;949099;949099;949169;949169;949573;949573;953586;953586;954056;954056;954495;954495;954790;954790;955026;955026;955328;955328;955530;955734;955924;955924;956162;956162;956556;956556;956861;956861;957166;957166;957498;957498;957759;957759;958173;958173;958443;958443	946523;946523;946809;946809;947381;947381;947866;947866;948538;948538;948938;948938;949103;949103;949210;949210;949611;949611;953974;953974;954449;954449;954650;954650;954883;954883;955114;955114;955409;955409;955605;955798;955956;955956;956282;956282;956648;956648;956980;956980;957342;957342;957553;957553;957855;957855;958241;958241;958489;958489	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3369	2016	2503	2205	4592	5922	6824
g1414	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	959276;959276;959276;959546;959546;959546;959772;959772;959772;959990;959990;959990;960321;960321;960396;960674;960674;960674;961352;961352;961366;961720;961855	959416;959416;959416;959616;959616;959616;959805;959805;959805;960024;960024;960024;960447;960447;960447;960844;960844;960844;961411;961411;961427;961782;961990	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	854	89	27	34	50	52	72
g1415	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	961805;961805;962273;962273;962602;962602;962975;962975;963254;963312;963374;963534;963534;963760;963760;964267;964267;964690;964690;965307;965307;965643;965643;965907;965907	962172;962172;962406;962406;962722;962722;963053;963053;963285;963428;963428;963594;963594;964052;964052;964521;964521;965035;965035;965424;965424;965745;965745;966242;966242	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2363	1156	701	720	191	145	370
g1416	contig_33_pilon;contig_33_pilon;contig_33_pilon	966639;966639;972151	967532;967454;972336	-;-;-	1080	344	659	650	257	229	307
g1417	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	967556;967747;972223;972473;973654;974362	967558;967790;972401;973174;974069;975600	+;+;+;+;+;+	2583	669	1433	1319	971	522	1149
g1418	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	976787;976787;976787;977101;977101;977101;977384;977384;977384;977644;977644;977644;977992;977992;977992;978203;978203;978203;978477;978477;978477;978702;978702;978702;979078;979078;979078;979347;979347;979347;979665;979665;979665;979854;979854;979854;980067;980067;980067;980390;980390;980390;980592;980592;980592;980899;980899;980899;981278;981278;981278;981441;981441;981441;981648;981648;981648;981868;981868;981868;982406;982406;982406;982519;982519;982519;982681;982681;982681;983490;983490;983490;983741;983741;983741;983921;983945;984051;984371;984371	976987;976987;976987;977247;977247;977247;977531;977531;977531;977789;977789;977789;978083;978083;978083;978254;978254;978254;978551;978551;978551;978919;978919;978919;979233;979233;979233;979528;979528;979528;979721;979721;979721;979928;979928;979928;980138;980138;980138;980461;980461;980461;980663;980663;980663;980970;980970;980970;981349;981349;981349;981512;981512;981512;981728;981728;981728;982032;982032;982032;982457;982457;982457;982535;982535;982535;982785;982785;982785;983538;983538;983538;983750;983750;983750;984006;984006;984086;984608;984608	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2820	2247	21493	13041	2339	3800	2049
g1419	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	993766;993865;994153;994297;994819;994819;995702;995702	993803;994093;994369;994369;994890;994890;996060;996060	+;+;+;+;+;+;+;+	915	198	1440	959	629	830	498
g1420	contig_33_pilon;contig_33_pilon;contig_33_pilon	1008133;1008631;1008937	1008490;1008845;1009929	-;-;-	1566	2650	1095	1401	2732	4721	2000
g1421	contig_33_pilon;contig_33_pilon	1010174;1010414	1010325;1010699	+;+	438	248	51	44	154	324	127
g1422	contig_33_pilon;contig_33_pilon	1012166;1012357	1012270;1012581	+;+	330	1	2	0	81	56	83
g1423	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1012965;1013365;1013697;1014129;1014528;1014847;1015518;1015885;1016137;1016422	1013225;1013481;1014014;1014356;1014635;1015158;1015736;1016014;1016264;1017120	-;-;-;-;-;-;-;-;-;-	2520	138	124	142	284	143	499
g1424	contig_33_pilon	1017281	1017556	+	276	2	11	5	21	8	66
g1425	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1017599;1020426;1020576;1020948;1021487;1021845;1022296;1022460	1017846;1020457;1020608;1021195;1021693;1022016;1022344;1022766	-;-;-;-;-;-;-;-	1296	0	2	0	0	0	0
g1426	contig_33_pilon	1026484	1026810	+	327	1	0	0	2	0	3
g1427	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1032046;1032295;1032807;1033795	1032147;1032445;1033664;1033913	-;-;-;-	1230	0	2	0	0	0	2
g1428	contig_33_pilon	1036179	1036532	-	354	0	7	0	33	8	4
g1429	contig_33_pilon	1036609	1036860	+	252	18	10	5	18	5	9
g1430	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1037078;1037748;1038068;1038470;1038663	1037574;1037849;1038187;1038525;1038745	-;-;-;-;-	858	227	130	78	97	23	68
g1431	contig_33_pilon	1038815	1039204	-	390	4	0	0	6	4	0
g1432	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1039297;1039355;1039541;1039803;1039803;1040201;1040201;1040564;1040564;1041277;1041277	1039371;1039641;1039641;1040061;1040061;1040452;1040452;1040869;1040869;1041510;1041510	+;+;+;+;+;+;+;+;+;+;+	1396	2490	234	404	2097	3308	1953
g1433	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1042585;1042585;1042585;1042879;1042879;1042879;1043848;1043848;1043848;1044531;1044531;1044531;1045023;1045023;1045023;1045334;1045334;1045334;1045691;1045691;1045691;1046109;1046109;1046109;1046498;1046575;1046575;1048250;1048655;1048655;1048769;1049377;1049377;1049716;1049716;1049831;1049831;1050917;1050917;1051245;1051245;1051466;1051466;1051812;1051812;1051994;1051994;1052185;1052185;1052442;1052442;1052736;1052736;1052899;1052899;1053057;1053057;1053350;1053350;1053999;1053999	1042781;1042781;1042781;1043634;1043634;1043634;1044187;1044187;1044187;1044811;1044811;1044811;1045167;1045167;1045167;1045501;1045501;1045501;1045849;1045849;1045849;1046311;1046311;1046311;1046507;1048205;1048324;1048324;1048734;1048681;1048783;1049568;1049568;1049773;1049773;1050223;1050223;1051026;1051026;1051348;1051348;1051531;1051531;1051878;1051878;1052071;1052071;1052220;1052220;1052498;1052498;1052797;1052797;1052941;1052941;1053154;1053154;1053568;1053568;1054122;1054122	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5811	2836	2510	2330	1159	745	1743
g1434	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1054239;1054438;1054650;1055123;1055815;1056136;1056435;1056517;1057495;1057495	1054309;1054444;1054736;1055180;1055943;1056268;1057333;1057333;1057853;1057853	+;+;+;+;+;+;+;+;+;+	1743	143	237	194	228	111	279
g1435	contig_33_pilon	1078240	1078812	-	573	13	8	24	20	0	9
g1436	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1079472;1080252;1080526;1080842;1081220;1085477	1079687;1080384;1080638;1081045;1081292;1085838	+;+;+;+;+;+	1101	363	378	349	463	297	622
g1437	contig_33_pilon;contig_33_pilon	1087468;1087875	1087494;1088180	+;+	333	17	52	16	13	22	14
g1438	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1088620;1088620;1089949;1089949;1090407;1090407;1090710;1090710;1091047;1091047;1091401;1091401;1092047;1092056;1092609;1092609;1093462;1093462	1089391;1089391;1090151;1090151;1090526;1090526;1090877;1090877;1091179;1091179;1091651;1091651;1092395;1092395;1093364;1093364;1093658;1093658	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2949	313	518	431	254	197	347
g1439	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1097731;1097974;1098245;1098345;1098804;1098804	1097924;1098189;1098671;1098671;1098977;1098977	+;+;+;+;+;+	1011	88	1369	1560	112	22	63
g1440	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1100056;1100056;1100481;1100481;1101599;1101599;1101856;1102255;1102702;1103007;1103508;1103958;1104565;1105498	1100386;1100386;1101103;1101103;1101769;1101800;1101920;1102311;1102762;1103284;1103681;1104146;1104639;1105572	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2130	705	448	746	532	328	846
g1441	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1105639;1105825;1107390;1107985;1107999;1108564;1108564;1108707;1109425;1109425;1109742;1109742;1110089;1110089;1110284;1110284;1110664;1110664;1111095;1111095;1111512;1111512;1111751;1111751;1111995;1111995;1112228;1112228	1105720;1105962;1107515;1108324;1108209;1108954;1108641;1108954;1109578;1109578;1109879;1109879;1110151;1110151;1110405;1110405;1110913;1110913;1111393;1111393;1111612;1111612;1111832;1111832;1112059;1112059;1112336;1112336	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2460	723	692	691	1611	1346	1569
g1442	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1113135;1113376;1113654;1113849;1114145;1114341;1114607;1114837;1115126;1115492	1113251;1113435;1113707;1113963;1114212;1114432;1114688;1114937;1115275;1115585	-;-;-;-;-;-;-;-;-;-	933	3492	2716	3461	815	819	1115
g1443	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1115619;1116315;1116633;1116953;1117177;1117604;1118103;1118431;1118705	1115670;1116393;1116723;1117062;1117387;1117922;1118128;1118576;1118819	-;-;-;-;-;-;-;-;-	1149	16	78	53	176	36	94
g1444	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1120306;1120463;1120966;1121376;1121796;1122862;1123219;1123370	1120365;1120790;1121063;1121518;1122586;1122951;1123289;1123684	-;-;-;-;-;-;-;-	1896	746	8520	9911	775	564	922
g1445	contig_33_pilon;contig_33_pilon	1123721;1125087	1123918;1125374	-;-	486	0	0	0	0	0	0
g1446	contig_33_pilon	1141806	1142234	+	429	0	0	0	24	8	0
g1447	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1142287;1142493;1142701;1143075;1143417;1143779;1144016	1142399;1142572;1142812;1143157;1143421;1143861;1144154	-;-;-;-;-;-;-	615	0	12	30	133	87	20
g1448	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1145363;1145363;1145722;1145722;1146135;1146135;1146378;1146378;1146553;1146553;1146676;1146676;1146884;1146884;1147195;1147195	1145557;1145557;1145751;1145751;1146232;1146223;1146400;1146400;1146564;1146564;1146769;1146769;1147022;1147022;1147236;1147236	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	633	66	88	89	218	229	145
g1449	contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon;contig_33_pilon	1149251;1149729;1149812;1149990;1150392;1150678;1150776;1150905;1151763;1152277;1152546;1155168;1159468;1159749;1160060;1160402;1160691;1160917;1161420;1161690;1162001;1162442;1162864;1163295;1163756;1164230;1164554;1165079;1165844;1165970;1166194;1166435	1149282;1150053;1149849;1150053;1150429;1151552;1150807;1151645;1151828;1152324;1152776;1155329;1159554;1159928;1160152;1160472;1160778;1161096;1161518;1161770;1162124;1162536;1162990;1163398;1163837;1164271;1164675;1165100;1165891;1166031;1166318;1166459	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3727	3508	5141	5286	9780	8111	6063
g1450	contig_33_pilon	1152450	1152728	+	279	3	9	13	23	9	0
g1451	contig_33_pilon	1165859	1166269	+	411	9	0	4	1	3	8
g1452	contig_33_pilon	1172665	1172874	+	210	0	0	0	0	0	0
